word_id,korean_word,sample_count
WORD1122,기막히다,10
WORD1123,불안,10
WORD1124,밉다,10
WORD1125,자존심,10
WORD1126,배려,10
WORD1127,기분,10
WORD1128,당황,10
WORD1129,검사,10
WORD1130,원하다,10
WORD1131,미치다,10
WORD1132,처녀,10
WORD1133,잘하다,10
WORD1134,무섭다,10
WORD1135,빠르다,10
WORD1136,예민,10
WORD1137,기술,10
WORD1138,눕다,10
WORD1139,믿다,10
WORD1140,즐겁다,10
WORD1141,살인,10
WORD1142,마지막,10
WORD1143,듣다,10
WORD1144,생각,10
WORD1145,예쁘다,10
WORD1146,인상,10
WORD1147,팔,10
WORD1148,서다,10
WORD1149,오다,10
WORD1150,적극,10
WORD1151,섭섭하다,10
WORD1152,아프다,10
WORD1153,오줌,10
WORD1154,깨끗하다,10
WORD1155,못생기다,10
WORD1156,나쁘다,10
WORD1157,나,10
WORD1158,피곤하다,10
WORD1159,한숨,10
WORD1160,때리다,10
WORD1161,성격,10
WORD1162,등산,10
WORD1163,젊다,10
WORD1164,창백,10
WORD1165,자유,10
WORD1166,종아리맞다,10
WORD1167,성급,10
WORD1168,바르다,10
WORD1169,행복,10
WORD1170,깨물다,10
WORD1171,떨다,10
WORD1172,때문,10
WORD1173,평안,10
WORD1174,맞다,10
WORD1175,챔피언,10
WORD1176,안다,10
WORD1177,솔직,10
WORD1178,꼬마,10
WORD1179,바보,10
WORD1180,비율,10
WORD1181,혀,10
WORD1182,의자,10
WORD1183,열심,10
WORD1184,뚱뚱하다,10
WORD1185,알다,10
WORD1186,조심,10
WORD1187,꿇다,10
WORD1188,차분,10
WORD1189,아기,10
WORD1190,방법,10
WORD1191,좋다,10
WORD1192,두배,10
WORD1193,중요,10
WORD1194,알다,10
WORD1195,실망,10
WORD1196,의미,10
WORD1197,배고프다,10
WORD1198,욕심,10
WORD1199,훌륭,10
WORD1200,배부르다,10
WORD1201,죄송,10
WORD1202,추억,10
WORD1203,변덕,10
WORD1204,친구,10
WORD1205,우습다,10
WORD1206,똑똑하다,10
WORD1207,이해,10
WORD1208,애매하다,10
WORD1209,흔들리다,10
WORD1210,얼굴,10
WORD1211,어렵다,10
WORD1212,지겹다,10
WORD1213,낳다,10
WORD1214,망설이다,10
WORD1215,창피,10
WORD1216,친하다,10
WORD1217,희망,10
WORD1218,하산,10
WORD1219,냄새맡다,10
WORD1220,부럽다,10
WORD1221,행동,10
WORD1222,힘들다,10
WORD1223,매력,10
WORD1224,웃다,10
WORD1225,전문,10
WORD1226,손,10
WORD1227,너그럽다,10
WORD1228,유식,10
WORD1229,쓰러지다,10
WORD1230,질투,10
WORD1231,나누다,10
WORD1232,쉽다,10
WORD1233,평가,10
WORD1234,의심,10
WORD1235,코,10
WORD1236,화나다,10
WORD1237,이것,10
WORD1238,짓밟다,10
WORD1239,콧물,10
WORD1240,놀라다,10
WORD1241,머리카락,10
WORD1242,사람,10
WORD1243,우유,10
WORD1244,졸리다,10
WORD1245,잠자다,10
WORD1246,뺨맞다,10
WORD1247,이상,10
WORD1248,춥다,10
WORD1249,머리,10
WORD1250,몰리다,10
WORD1251,우울,10
WORD1252,후회,10
WORD1253,몸,10
WORD1254,두근거리다,10
WORD1255,짜증,10
WORD1256,인격,10
WORD1257,착각,10
WORD1258,훑어보다,10
WORD1259,느낌,10
WORD1260,빨리,10
WORD1261,참다,10
WORD1262,턱,10
WORD1263,늙다,10
WORD1264,소극적,10
WORD1265,털,10
WORD1266,까다롭다,10
WORD1267,책임,10
WORD1268,기름,10
WORD1269,못하다,10
WORD1270,엉덩이,10
WORD1271,부드럽다,10
WORD1272,뽀뽀,10
WORD1273,일어나다,10
WORD1274,달리다,10
WORD1275,여자,10
WORD1276,임신,10
WORD1277,무식,10
WORD1278,싫다,10
WORD1279,입,10
WORD1280,총각,10
WORD1281,날씬,10
WORD1282,가능,10
WORD1283,사라지다,10
WORD1284,야단치다,10
WORD1285,재산,10
WORD1286,다행,10
WORD1287,갈등,10
WORD1288,기대,10
WORD1289,감동,10
WORD1290,감사,10
WORD1291,무리,10
WORD1292,초대,10
WORD1293,거만,10
WORD1294,걱정,10
WORD1295,걷다,10
WORD1296,게으르다,10
WORD1297,겨드랑이,10
WORD1298,결심,10
WORD1299,겸손,10
WORD1300,무시,10
WORD1301,시원하다,10
WORD1302,남자,10
WORD1303,기억,10
WORD1304,부족,10
WORD1305,두명,10
WORD1306,세명,10
WORD1307,네명,10
WORD1308,다섯명,10
WORD1309,여섯명,10
WORD1310,일곱명,10
WORD1311,여덟명,10
WORD1312,아홉명,10
WORD1313,열명,10
WORD1314,귀엽다,10
WORD1315,안타깝다,10
WORD1316,인터체인지,10
WORD1317,세쌍둥이,10
WORD1318,네쌍둥이,10
WORD1319,달래다,10
WORD1320,집중,10
WORD1321,검정,10
WORD1322,빨강,10
WORD1323,노랑,10
WORD1324,초록,10
WORD1325,파랑,10
WORD1326,충혈,10
WORD1327,갈색,10
WORD1328,무지개,10
WORD1329,분홍,10
WORD1330,회색,10
WORD1331,차량번호판,10
WORD1332,밉다,10
WORD1333,밉다,10
WORD1334,배려,10
WORD1335,배려,10
WORD1336,잘못하다,10
WORD1337,느리다,10
WORD1338,무덤덤,10
WORD1339,불신,10
WORD1340,전자기기,10
WORD1341,살인,10
WORD1342,왼쪽,10
WORD1343,오른쪽,10
WORD1344,서다,10
WORD1345,가다,10
WORD1346,귀찮다,10
WORD1347,귀찮다,10
WORD1348,대략,10
WORD1349,간단하다,10
WORD1350,사기,10
WORD1351,너,10
WORD1352,저,10
WORD1353,당신,10
WORD1354,너희,10
WORD1355,째려보다,10
WORD1356,냄새,10
WORD1357,때리다,10
WORD1358,떨다,10
WORD1359,틀리다,10
WORD1360,뚱뚱하다,10
WORD1361,뚱뚱하다,10
WORD1362,세배,10
WORD1363,네배,10
WORD1364,다섯배,10
WORD1365,여섯배,10
WORD1366,일곱배,10
WORD1367,여덟배,10
WORD1368,아홉배,10
WORD1369,열배,10
WORD1370,귀,10
WORD1371,눈썹,10
WORD1372,눈,10
WORD1373,치아,10
WORD1374,이마,10
WORD1375,볼,10
WORD1376,목,10
WORD1377,자다,10
WORD1378,자다,10
WORD1379,일어나다,10
WORD1380,때리다,10
WORD1381,괜찮다,10
WORD1382,덥다,10
WORD1383,따뜻하다,10
WORD1384,없다,10
WORD1385,싫다,10
WORD1386,몸,10
WORD1387,초대,10
WORD1388,초대,10
WORD1389,걷다,10
WORD1390,걷다,10
WORD1391,걷다,10
WORD1392,걷다,10
WORD1393,걷다,10
WORD1394,여자,10
WORD1395,야단치다,10
WORD1396,야단치다,10
WORD1397,째려보다,10
WORD1398,전문,10
WORD1399,미소,10
WORD1400,남녀,10
WORD1401,남녀,10
WORD1402,충무로,10
WORD1403,종각,10
WORD1404,천호,10
WORD1405,이화여자대학교,10
WORD1406,종로3가,10
WORD1407,종로5가,10
WORD1408,을지로,10
WORD1409,을지로3가,10
WORD1410,을지로4가,10
WORD1411,강남,10
WORD1412,삼성,10
WORD1413,강남구청,10
WORD1414,강북,10
WORD1415,강서,10
WORD1416,까치산,10
WORD1417,발산,10
WORD1418,김포,10
WORD1419,양천,10
WORD1420,공항시장,10
WORD1421,관악,10
WORD1422,서울대학교,10
WORD1423,아차산,10
WORD1424,어린이대공원,10
WORD1425,금천,10
WORD1426,독산,10
WORD1427,금천구청,10
WORD1428,노원,10
WORD1429,도봉산,10
WORD1430,청량리,10
WORD1431,동대문,10
WORD1432,동작,10
WORD1433,노량진,10
WORD1434,마포,10
WORD1435,홍익대학교,10
WORD1436,서대문,10
WORD1437,고속터미널,10
WORD1438,남부터미널,10
WORD1439,성동,10
WORD1440,왕십리,10
WORD1441,서울숲,10
WORD1442,성북,10
WORD1443,고려대학교,10
WORD1444,송파,10
WORD1445,종합운동장,10
WORD1446,잠실,10
WORD1447,잠실,10
WORD1448,올림픽공원,10
WORD1449,영등포,10
WORD1450,영등포시장,10
WORD1451,여의도,10
WORD1452,용산,10
WORD1453,신용산,10
WORD1454,이태원,10
WORD1455,광화문,10
WORD1456,시청,10
WORD1457,남대문시장,10
WORD1458,명동,10
WORD1459,광주,10
WORD1460,구리,10
WORD1461,분당,10
WORD1462,남양주,10
WORD1463,성남,10
WORD1464,하남,10
WORD1465,과천,10
WORD1466,서울대공원,10
WORD1467,광명,10
WORD1468,군포,10
WORD1469,부천,10
WORD1470,시흥,10
WORD1471,양평,10
WORD1472,안산,10
WORD1473,안양,10
WORD1474,안양대학교,10
WORD1475,수원,10
WORD1476,안성,10
WORD1477,중앙대학교,10
WORD1478,용인,10
WORD1479,강남대학교,10
WORD1480,에버랜드,10
WORD1481,용인대학교,10
WORD1482,한국민속촌,10
WORD1483,이천,10
WORD1484,평택,10
WORD1485,화성,10
WORD1486,고양,10
WORD1487,동두천,10
WORD1488,양주,10
WORD1489,연천,10
WORD1490,파주,10
WORD1491,포천,10
WORD1492,가족,10
WORD1493,전염,10
WORD1494,운전면허갱신,10
WORD1495,차량점검,10
WORD1496,병원,10
WORD1497,결혼,10
WORD1498,경주,10
WORD1499,이모,10
WORD1500,고모,10
WORD1501,운전면허,10
WORD1502,골키퍼,10
WORD1503,구경,10
WORD1504,성토,10
WORD1505,권투,10
WORD1506,그립다,10
WORD1507,키우다,10
WORD1508,힘,10
WORD1509,망가지다,10
WORD1510,꿈,10
WORD1511,낚시,10
WORD1512,남매,10
WORD1513,운전면허정지,10
WORD1514,노래,10
WORD1515,놀다,10
WORD1516,누나,10
WORD1517,울보,10
WORD1518,여동생,10
WORD1519,상처,10
WORD1520,견제하다,10
WORD1521,견문,10
WORD1522,딸,10
WORD1523,유도,10
WORD1524,아내,10
WORD1525,마라톤,10
WORD1526,장녀,10
WORD1527,원한,10
WORD1528,엄마,10
WORD1529,썩다,10
WORD1530,바쁘다,10
WORD1531,남편,10
WORD1532,버릇,10
WORD1533,병,10
WORD1534,밥,10
WORD1535,부부,10
WORD1536,붓다,10
WORD1537,빗,10
WORD1538,죽다,10
WORD1539,사진기,10
WORD1540,생활,10
WORD1541,성공,10
WORD1542,자라다,10
WORD1543,세수,10
WORD1544,자다,10
WORD1545,수영,10
WORD1546,승부차기,10
WORD1547,시아버지,10
WORD1548,망신,10
WORD1549,시집,10
WORD1550,뚫다,10
WORD1551,면박,10
WORD1552,야구,10
WORD1553,똑똑하다,10
WORD1554,피곤,10
WORD1555,양치,10
WORD1556,오빠,10
WORD1557,출장,10
WORD1558,이사,10
WORD1559,들추어내다,10
WORD1560,아들딸,10
WORD1561,자살,10
WORD1562,8번째,10
WORD1563,맏형,10
WORD1564,테니스,10
WORD1565,할머니,10
WORD1566,할아버지,10
WORD1567,조상,10
WORD1568,조카,10
WORD1569,중독,10
WORD1570,연기,10
WORD1571,치매,10
WORD1572,탈,10
WORD1573,흩어지다,10
WORD1574,형,10
WORD1575,사별,10
WORD1576,환자,10
WORD1577,시작,10
WORD1578,밖,10
WORD1579,먹칠하다,10
WORD1580,견습,10
WORD1581,시험,10
WORD1582,고백,10
WORD1583,째려보다,10
WORD1584,관계,10
WORD1585,논란,10
WORD1586,교제,10
WORD1587,구걸,10
WORD1588,구조,10
WORD1589,부탁,10
WORD1590,글,10
WORD1591,대기,10
WORD1592,회사,10
WORD1593,기차,10
WORD1594,거슬리다,10
WORD1595,단어,10
WORD1596,심부름,10
WORD1597,상담,10
WORD1598,뻔뻔,10
WORD1599,다리,10
WORD1600,창피하다,10
WORD1601,달서구주민지원센터,10
WORD1602,동구지부,10
WORD1603,동구수어통역센터,10
WORD1604,동구주민지원센터,10
WORD1605,수성구지부,10
WORD1606,수성구수어통역센터,10
WORD1607,수성구주민지원센터,10
WORD1608,인천광역시농아인협회,10
WORD1609,강화군지부,10
WORD1610,강화군수어통역센터,10
WORD1611,강화군주민지원센터,10
WORD1612,연수구지부,10
WORD1613,연수구수어통역센터,10
WORD1614,연수구주민지원센터,10
WORD1615,대전농아인협회,10
WORD1616,대덕구지부,10
WORD1617,대덕수어통역센터,10
WORD1618,대덕구주민지원센터,10
WORD1619,서구지부,10
WORD1620,서구수어통역센터,10
WORD1621,서구주민지원센터,10
WORD1622,유성구지부,10
WORD1623,유성구수어통역센터,10
WORD1624,유성구주민지원센터,10
WORD1625,중구지부,10
WORD1626,중구수어통역센터,10
WORD1627,중구주민지원센터,10
WORD1628,광주광역시농아인협회,10
WORD1629,광산구지부,10
WORD1630,광산구수어통역센터,10
WORD1631,광산구주민지원센터,10
WORD1632,남구지부,10
WORD1633,남구수어통역센터,10
WORD1634,남구주민지원센터,10
WORD1635,관계없다,10
WORD1636,상관없다,10
WORD1637,없다,10
WORD1638,울산광역시농아인협회,10
WORD1639,세종특별자치시농아인협회,10
WORD1640,경기농아인협회,10
WORD1641,가평군지부,10
WORD1642,가평군수어통역센터,10
WORD1643,가평군주민지원센터,10
WORD1644,고양시지부,10
WORD1645,고양시수어통역센터,10
WORD1646,고양시청,10
WORD1647,과천시지부,10
WORD1648,과천시수어통역센터,10
WORD1649,과천시청,10
WORD1650,광명시지부,10
WORD1651,광명시수어통역센터,10
WORD1652,광명시청,10
WORD1653,광주시지부,10
WORD1654,광주시수어통역센터,10
WORD1655,광주시청,10
WORD1656,구리시지부,10
WORD1657,구리시수어통역센터,10
WORD1658,구리시청,10
WORD1659,군포시지부,10
WORD1660,군포시수어통역센터,10
WORD1661,군포시청,10
WORD1662,김포시지부,10
WORD1663,김포시수어통역센터,10
WORD1664,김포시청,10
WORD1665,남양주시지부,10
WORD1666,남양주시수어통역센터,10
WORD1667,남양주시청,10
WORD1668,동두천시지부,10
WORD1669,동두천시수어통역센터,10
WORD1670,동두천시청,10
WORD1671,부천시지부,10
WORD1672,부천시수어통역센터,10
WORD1673,부천시청,10
WORD1674,성남시지부,10
WORD1675,성남시수어통역센터,10
WORD1676,성남시청,10
WORD1677,안성시지부,10
WORD1678,안성시수어통역센터,10
WORD1679,안성시청,10
WORD1680,안양시지부,10
WORD1681,안양시수어통역센터,10
WORD1682,안양시청,10
WORD1683,양주시지부,10
WORD1684,양주시수어통역센터,10
WORD1685,양주시청,10
WORD1686,양평군지부,10
WORD1687,양평군수어통역센터,10
WORD1688,양평군주민지원센터,10
WORD1689,여주시지부,10
WORD1690,여주시수어통역센터,10
WORD1691,여주시청,10
WORD1692,연천군지부,10
WORD1693,연천군수어통역센터,10
WORD1694,연천군주민지원센터,10
WORD1695,오산시지부,10
WORD1696,오산시수어통역센터,10
WORD1697,오산시시청,10
WORD1698,용인시지부,10
WORD1699,용인시수어통역센터,10
WORD1700,용인시청,10
WORD1701,의왕시지부,10
WORD1702,의왕시수어통역센터,10
WORD1703,의왕시청,10
WORD1704,의정부시지부,10
WORD1705,의정부시수어통역센터,10
WORD1706,의정부시청,10
WORD1707,이천시지부,10
WORD1708,이천시수어통역센터,10
WORD1709,이천시청,10
WORD1710,파주시지부,10
WORD1711,파주시수어통역센터,10
WORD1712,파주시청,10
WORD1713,평택시지부,10
WORD1714,평택시수어통역센터,10
WORD1715,평택시청,10
WORD1716,포천시지부,10
WORD1717,포천시수어통역센터,10
WORD1718,포천시청,10
WORD1719,하남시지부,10
WORD1720,하남시수어통역센터,10
WORD1721,하남시청,10
WORD1722,화성시지부,10
WORD1723,화성시수어통역센터,10
WORD1724,화성시청,10
WORD1725,강원도농아인협회,10
WORD1726,강릉시지부,10
WORD1727,강릉시수어통역센터,10
WORD1728,강릉시청,10
WORD1729,고성지부,10
WORD1730,고성시수어통역센터,10
WORD1731,재미없다,10
WORD1732,동해시지부,10
WORD1733,동해시수어통역센터,10
WORD1734,동해시청,10
WORD1735,삼척시지부,10
WORD1736,삼척시수어통역센터,10
WORD1737,삼척시청,10
WORD1738,속초시지부,10
WORD1739,속초시수어통역센터,10
WORD1740,속초시청,10
WORD1741,양양군지부,10
WORD1742,양양군수어통역센터,10
WORD1743,양양군주민지원센터,10
WORD1744,영월군지부,10
WORD1745,영월군수어통역센터,10
WORD1746,영월군주민지원센터,10
WORD1747,원주시지부,10
WORD1748,원주시수어통역센터,10
WORD1749,원주시청,10
WORD1750,비다,10
WORD1751,솜씨없다,10
WORD1752,무소유,10
WORD1753,철원군지부,10
WORD1754,철원군수어통역센터,10
WORD1755,철원군주민지원센터,10
WORD1756,춘천시지부,10
WORD1757,춘천시수어통역센터,10
WORD1758,춘천시청,10
WORD1759,더디다,10
WORD1760,한눈팔다,10
WORD1761,건성,10
WORD1762,평창지부,10
WORD1763,평창군수어통역센터,10
WORD1764,평창군주민지원센터,10
WORD1765,홍천군지부,10
WORD1766,홍천군수어통역센터,10
WORD1767,홍천군주민지원센터,10
WORD1768,화천군지부,10
WORD1769,화천군수어통역센터,10
WORD1770,화천군주민지원센터,10
WORD1771,횡성군지부,10
WORD1772,횡성군지부,10
WORD1773,횡성군주민지원센터,10
WORD1774,충북농아인협회,10
WORD1775,괴산군지부,10
WORD1776,괴산군수어통역센터,10
WORD1777,괴산군주민지원센터,10
WORD1778,단양군지부,10
WORD1779,단양군수어통역센터,10
WORD1780,단양군주민지원센터,10
WORD1781,보은군지부,10
WORD1782,보은군수어통역센터,10
WORD1783,보은군주민지원센터,10
WORD1784,영동군지부,10
WORD1785,영동군수어통역센터,10
WORD1786,영동군주민지원센터,10
WORD1787,옥천군지부,10
WORD1788,옥천군수어통역센터,10
WORD1789,옥천군주민지원센터,10
WORD1790,제천시지부,10
WORD1791,제천시수어통역센터,10
WORD1792,제천시청,10
WORD1793,진천군지부,10
WORD1794,진천군수어통역센터,10
WORD1795,진천군주민지원센터,10
WORD1796,청주시지부,10
WORD1797,청주시수어통역센터,10
WORD1798,청주시청,10
WORD1799,충주시지부,10
WORD1800,충주시수어통역센터,10
WORD1801,충주시청,10
WORD1802,충남농아인협회,10
WORD1803,천안시지부,10
WORD1804,천안시수어통역센터,10
WORD1805,천안시청,10
WORD1806,공주시지부,10
WORD1807,공주시수어통역센터,10
WORD1808,공주시청,10
WORD1809,9번째,10
WORD1810,10번째,10
WORD1811,12번째,10
WORD1812,논산시지부,10
WORD1813,논산시수어통역센터,10
WORD1814,논산시청,10
WORD1815,당진시지부,10
WORD1816,당진시수어통역센터,10
WORD1817,당진시청,10
WORD1818,보령시지부,10
WORD1819,보령시수어통역센터,10
WORD1820,보령시청,10
WORD1821,부여군지부,10
WORD1822,부여군수어통역센터,10
WORD1823,부여군주민지원센터,10
WORD1824,서산시지부,10
WORD1825,서산시수어통역센터,10
WORD1826,서산시청,10
WORD1827,서천군지부,10
WORD1828,서천군수어통역센터,10
WORD1829,서천군주민지원센터,10
WORD1830,아산시지부,10
WORD1831,아산시수어통역센터,10
WORD1832,아산시청,10
WORD1833,예산군지부,10
WORD1834,예산군수어통역센터,10
WORD1835,예산군주민지원센터,10
WORD1836,청양군지부,10
WORD1837,청양군수어통역센터,10
WORD1838,청양군주민지원센터,10
WORD1839,태안군지부,10
WORD1840,태안군수어통역센터,10
WORD1841,태안군주민지원센터,10
WORD1842,홍성군지부,10
WORD1843,홍성군수어통역센터,10
WORD1844,홍성군주민지원센터,10
WORD1845,전북농아인협회,10
WORD1846,고창군지부,10
WORD1847,고창군수어통역센터,10
WORD1848,고창군주민지원센터,10
WORD1849,군산시지부,10
WORD1850,군산시수어통역센터,10
WORD1851,군산시청,10
WORD1852,김제시지부,10
WORD1853,김제시수어통역센터,10
WORD1854,김제시청,10
WORD1855,남원시지부,10
WORD1856,남원시수어통역센터,10
WORD1857,남원시청,10
WORD1858,무주군지부,10
WORD1859,무주군수어통역센터,10
WORD1860,무주군주민지원센터,10
WORD1861,부안군지부,10
WORD1862,부안군수어통역센터,10
WORD1863,부안군주민지원센터,10
WORD1864,순창군지부,10
WORD1865,순창군수어통역센터,10
WORD1866,순창군주민지원센터,10
WORD1867,완주군지부,10
WORD1868,완주군수어통역센터,10
WORD1869,완주군주민지원센터,10
WORD1870,익산시지부,10
WORD1871,익산시수어통역센터,10
WORD1872,익산시청,10
WORD1873,임실군지부,10
WORD1874,임실군수어통역센터,10
WORD1875,임실군주민지원센터,10
WORD1876,빈털터리,10
WORD1877,평가하다,10
WORD1878,불가능,10
WORD1879,전주시지부,10
WORD1880,전주시수어통역센터,10
WORD1881,전주시청,10
WORD1882,전남농아인협회,10
WORD1883,강진군지부,10
WORD1884,강진군수어통역센터,10
WORD1885,강진군주민지원센터,10
WORD1886,고흥군지부,10
WORD1887,고흥군수어통역센터,10
WORD1888,고흥군주민지원센터,10
WORD1889,곡성군지부,10
WORD1890,곡성군수어통역센터,10
WORD1891,곡성군주민지원센터,10
WORD1892,광양군지부,10
WORD1893,광양군수어통역센터,10
WORD1894,광양군주민지원센터,10
WORD1895,나주시지부,10
WORD1896,나주시수어통역센터,10
WORD1897,나주시청,10
WORD1898,목포시지부,10
WORD1899,목포시수어통역센터,10
WORD1900,목포시청,10
WORD1901,무안군지부,10
WORD1902,무안군수어통역센터,10
WORD1903,무안군주민지원센터,10
WORD1904,보성군지부,10
WORD1905,보성군수어통역센터,10
WORD1906,보성군주민지원센터,10
WORD1907,순천시지부,10
WORD1908,순천시수어통역센터,10
WORD1909,순천시청,10
WORD1910,신안군지부,10
WORD1911,신안군수어통역센터,10
WORD1912,신안군주민지원센터,10
WORD1913,여수시지부,10
WORD1914,여수시수어통역센터,10
WORD1915,여수시청,10
WORD1916,영광군지부,10
WORD1917,영광군수어통역센터,10
WORD1918,영광군주민지원센터,10
WORD1919,영암군지부,10
WORD1920,영암군수어통역센터,10
WORD1921,영암군주민지원센터,10
WORD1922,불필요,10
WORD1923,하는수없다,10
WORD1924,맛없다,10
WORD1925,장흥군지부,10
WORD1926,장흥군수어통역센터,10
WORD1927,장흥군주민지원센터,10
WORD1928,진도군지부,10
WORD1929,진도군수어통역센터,10
WORD1930,진도군주민지원센터,10
WORD1931,해남군지부,10
WORD1932,해남군수어통역센터,10
WORD1933,해남군주민지원센터,10
WORD1934,경북농아인협회,10
WORD1935,경산시지부,10
WORD1936,경산시수어통역센터,10
WORD1937,경산시청,10
WORD1938,경주시지부,10
WORD1939,경주시수어통역센터,10
WORD1940,경주시수어통역센터,10
WORD1941,고령군지부,10
WORD1942,고령군수어통역센터,10
WORD1943,고령군주민지원센터,10
WORD1944,구미시지부,10
WORD1945,구미시수어통역센터,10
WORD1946,구미시청,10
WORD1947,군위군지부,10
WORD1948,군위군수어통역센터,10
WORD1949,군위주민지원센터,10
WORD1950,김천시지부,10
WORD1951,김천시수어통역센터,10
WORD1952,아하,10
WORD1953,문경시지부,10
WORD1954,문경시수어통역센터,10
WORD1955,문경시청,10
WORD1956,봉화군지부,10
WORD1957,봉화군수어통역센터,10
WORD1958,봉화군주민지원센터,10
WORD1959,상주시지부,10
WORD1960,상주시수어통역센터,10
WORD1961,상주시청,10
WORD1962,성주시지부,10
WORD1963,성주시수어통역센터,10
WORD1964,성주시청,10
WORD1965,안동시지부,10
WORD1966,안동시수어통역센터,10
WORD1967,안동시청,10
WORD1968,영덕군지부,10
WORD1969,영덕군수어통역센터,10
WORD1970,영덕군주민지원센터,10
WORD1971,영양군지부,10
WORD1972,영양군수어통역센터,10
WORD1973,영양군주민지원센터,10
WORD1974,영주시지부,10
WORD1975,영주시수어통역센터,10
WORD1976,영주시청,10
WORD1977,영천시지부,10
WORD1978,영천시수어통역센터,10
WORD1979,영천시청,10
WORD1980,예천군지부,10
WORD1981,예천군지부,10
WORD1982,예천군주민지원센터,10
WORD1983,울릉군지부,10
WORD1984,울릉군수어통역센터,10
WORD1985,울릉군주민지원센터,10
WORD1986,울진군지부,10
WORD1987,울진군수어통역센터,10
WORD1988,울진군주민지원센터,10
WORD1989,의성군지부,10
WORD1990,의성군수어통역센터,10
WORD1991,의성군주민지원센터,10
WORD1992,청도군지부,10
WORD1993,청도군수어통역센터,10
WORD1994,청도군주민지원센터,10
WORD1995,청송군지부,10
WORD1996,청송군수어통역센터,10
WORD1997,청송군주민지원센터,10
WORD1998,칠곡군지부,10
WORD1999,칠곡군수어통역센터,10
WORD2000,칠곡군주민지원센터,10
WORD2001,금시초문,10
WORD2002,중도포기,10
WORD2003,지식인,10
WORD2004,충격,10
WORD2005,아기,10
WORD2006,며느리,10
WORD2007,중독,10
WORD2008,피해자,10
WORD2009,사고력,10
WORD2010,아름답다,10
WORD2011,거만,10
WORD2012,반드시,10
WORD2013,한국인,10
WORD2014,사별,10
WORD2015,안색,10
WORD2016,어른,10
WORD2017,외동딸,10
WORD2018,외아들,10
WORD2019,뛰어나다,10
WORD2020,조용하다,10
WORD2021,존경하다,10
WORD2022,집요,10
WORD2023,청년,10
WORD2024,청소년,10
WORD2025,타인,10
WORD2026,기민하다,10
WORD2027,기지,10
WORD2028,잔소리,10
WORD2029,무산,10
WORD2030,무념무상,10
WORD2031,추측,10
WORD2032,노인,10
WORD2033,파헤치다,10
WORD2034,지혜,10
WORD2035,신문,10
WORD2036,목마르다,10
WORD2037,이력,10
WORD2038,알아서,10
WORD2039,몸무게,10
WORD2040,일반인,10
WORD2041,책임자,10
WORD2042,특기,10
WORD2043,발각,10
WORD2044,성냥불,10
WORD2045,구분,10
WORD2046,결심,10
WORD2047,간,10
WORD2048,걸음걸이,10
WORD2049,결심,10
WORD2050,계획,10
WORD2051,일부러,10
WORD2052,고인,10
WORD2053,동의,10
WORD2054,상상,10
WORD2055,새파래지다,10
WORD2056,예민,10
WORD2057,관광,10
WORD2058,태만,10
WORD2059,귀엽다,10
WORD2060,긍정적,10
WORD2061,뽐내다,10
WORD2062,기발,10
WORD2063,독특,10
WORD2064,여행자,10
WORD2065,노화,10
WORD2066,비상식적,10
WORD2067,가엾다,10
WORD2068,아둔하다,10
WORD2069,말솜씨,10
WORD2070,사색,10
WORD2071,판박이,10
WORD2072,체형,10
WORD2073,무기력,10
WORD2074,무분별,10
WORD2075,미성년,10
WORD2076,반성하다,10
WORD2077,변화,10
WORD2078,변천,10
WORD2079,본성,10
WORD2080,갑부,10
WORD2081,불성실,10
WORD2082,불신,10
WORD2083,불친절,10
WORD2084,사내,10
WORD2085,상상,10
WORD2086,성품,10
WORD2087,소외감,10
WORD2088,소지자,10
WORD2089,솜씨,10
WORD2090,솔직하다,10
WORD2091,허약자,10
WORD2092,실토,10
WORD2093,엉뚱,10
WORD2094,위인,10
WORD2095,예견,10
WORD2096,야망,10
WORD2097,얼굴형,10
WORD2098,울음소리,10
WORD2099,웃음소리,10
WORD2100,위,10
WORD2101,위인,10
WORD2102,욕망,10
WORD2103,의문,10
WORD2104,사욕,10
WORD2105,인성,10
WORD2106,인심,10
WORD2107,인체,10
WORD2108,가루약,10
WORD2109,기초체조,10
WORD2110,감염병,10
WORD2111,중병,10
WORD2112,선짓국,10
WORD2113,햅쌀,10
WORD2114,호떡,10
WORD2115,들키다,10
WORD2116,결혼식,10
WORD2117,잠기다,10
WORD2118,노고,10
WORD2119,공범,10
WORD2120,고조할아버지,10
WORD2121,난감하다,10
WORD2122,여리다,10
WORD2123,구화,10
WORD2124,노년기,10
WORD2125,노부모,10
WORD2126,매형,10
WORD2127,제부,10
WORD2128,수상,10
WORD2129,검술,10
WORD2130,물놀이,10
WORD2131,물약,10
WORD2132,돌보다,10
WORD2133,생계,10
WORD2134,친모,10
WORD2135,친부,10
WORD2136,생일,10
WORD2137,작은엄마,10
WORD2138,작은아빠,10
WORD2139,의문,10
WORD2140,도련님,10
WORD2141,시어머니,10
WORD2142,아주버님,10
WORD2143,신부,10
WORD2144,신혼,10
WORD2145,약효,10
WORD2146,여드름,10
WORD2147,염색,10
WORD2148,긴가민가,10
WORD2149,미심쩍다,10
WORD2150,의혹,10
WORD2151,외할머니,10
WORD2152,외할아버지,10
WORD2153,운동장,10
WORD2154,의혹,10
WORD2155,낙인,10
WORD2156,세뇌,10
WORD2157,작은할아버지,10
WORD2158,장난감,10
